customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,actual_churn,churn_probabaility,predicted_churn,risk_segment,recommended_action,specific_actions,retention_priority,retention_target,tenure_group,churn_status
3858-VOBET,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1710.45,1,0.6041741712696733,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle,High priority,Target,13-24 months,Churned
5103-MHMHY,Female,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95,45.95,1,0.2886344377457821,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive; Offer online security bundle; Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Churned
6119-SPUDB,Male,0,No,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,38.25,1755.35,0,0.0168217816646525,Predicted stay,Low,Standard engagement,,Not targeted,Not target,25-48 months,Stayed
9389-ACWBI,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.95,320.4,0,0.4331474917247876,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Offer online security bundle; Provide proactive onboarding outreach,Standard priority,Target,0-6 months,Stayed
3454-JFUBC,Male,1,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.0,1396.0,0,0.0038553903101729,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
1768-ZAIFU,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.2,25.2,1,0.6827328736269567,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,0-6 months,Churned
7017-VFULY,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,43.15,0,0.1754584004177214,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Stayed
9221-OTIVJ,Female,1,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.85,1531.4,1,0.7655348553304883,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle,High priority,Target,13-24 months,Churned
2482-CZGBB,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,740.0,1,0.6402283169348333,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,7-12 months,Churned
7018-WBJNK,Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,0,0.5444777118747995,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Offer online security bundle,Standard priority,Target,13-24 months,Stayed
3331-HQDTW,Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.8,3587.25,1,0.442003848284824,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive,Standard priority,Target,25-48 months,Churned
4695-VADHF,Male,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.45,990.85,1,0.3064725940773737,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive; Promote automatic payment; Offer online security bundle,Not targeted,Not target,13-24 months,Churned
4086-WITJG,Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1301.1,0,0.0015994618304267,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
6297-NOOPG,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.5,7752.05,0,0.1076438215428383,Predicted stay,Low,Standard engagement,Promote automatic payment; Offer online security bundle,Not targeted,Not target,45-72 months,Stayed
8777-PVYGU,Female,0,Yes,No,52,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,64.3,3410.6,0,0.0484587383169451,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
4378-MYPGO,Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.25,7173.15,0,0.0446653799235921,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
9313-CDOGY,Male,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,717.3,0,0.044858286219354,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Promote automatic payment,Not targeted,Not target,25-48 months,Stayed
4121-AGSIN,Female,0,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.5,1497.9,0,0.0123153148550546,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
0432-CAJZV,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,90.7,237.65,0,0.6287589134440191,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,0-6 months,Stayed
9097-ZUBYC,Male,0,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.8,664.4,0,0.185119482213158,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Offer online security bundle,Not targeted,Not target,13-24 months,Stayed
9638-JIQYA,Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),24.9,49.7,0,0.5508707733852783,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Offer online security bundle; Provide proactive onboarding outreach,Standard priority,Target,0-6 months,Stayed
1024-GUALD,Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,1,0.6607130671629458,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,0-6 months,Churned
8024-XNAFQ,Female,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),107.4,7748.75,0,0.0375687677126674,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
7587-RZNME,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.3,123.65,1,0.5259442045915292,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,Standard priority,Target,0-6 months,Churned
1346-UFHAX,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.0,1029.35,0,0.4788470604017087,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive,Standard priority,Target,13-24 months,Stayed
6374-NTQLP,Male,1,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.1,7447.7,0,0.039067780595245,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
6625-FLENO,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1185.95,0,0.0039846723967564,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
7375-WMVMT,Male,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),95.5,6707.15,0,0.0402082985373169,Predicted stay,Low,Standard engagement,Offer online security bundle,Not targeted,Not target,45-72 months,Stayed
6910-HADCM,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.35,76.35,1,0.5896716875023408,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,Standard priority,Target,0-6 months,Churned
7401-JIXNM,Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.3,4965.0,0,0.0141099018376547,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
7338-ERIVA,Male,0,No,Yes,39,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.05,1790.6,0,0.0403086417428246,Predicted stay,Low,Standard engagement,,Not targeted,Not target,25-48 months,Stayed
5376-DEQCP,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.6,70.6,1,0.6947909378803871,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle; Provide proactive onboarding outreach,High priority,Target,0-6 months,Churned
0909-SELIE,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.8,4860.85,0,0.0150049478511808,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
5419-KLXBN,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,1,0.3999390851896278,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Offer online security bundle,Standard priority,Target,25-48 months,Churned
0365-TRTPY,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,0,0.1965935316915137,Predicted stay,Low,Standard engagement,Offer contract migration incentive,Not targeted,Not target,25-48 months,Stayed
6712-OAWRH,Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.25,2351.8,1,0.6492765928505089,Predicted churn,Very high,Priority outreach + personalized retention offer,Offer contract migration incentive; Promote automatic payment; Offer online security bundle,High priority,Target,25-48 months,Churned
2428-ZMCTB,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,208.25,0,0.1268774600277943,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Provide proactive onboarding outreach,Not targeted,Not target,7-12 months,Stayed
1963-VAUKV,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,1,0.1878693399099139,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Provide proactive onboarding outreach,Not targeted,Not target,0-6 months,Churned
9381-NDKME,Female,1,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3,1,0.3863196461682687,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Offer online security bundle,Standard priority,Target,13-24 months,Churned
3729-OWRVL,Male,1,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.35,7246.15,0,0.112631183322283,Predicted stay,Low,Standard engagement,Promote automatic payment,Not targeted,Not target,45-72 months,Stayed
0895-LMRSF,Male,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,0,0.2055470218139163,Predicted stay,Moderate,Preventative engagement,Offer online security bundle,Not targeted,Not target,13-24 months,Stayed
2676-SSLTO,Male,0,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199.0,0,0.0336788189318213,Predicted stay,Low,Standard engagement,Offer online security bundle,Not targeted,Not target,45-72 months,Stayed
8495-PRWFH,Female,1,No,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.65,2421.75,0,0.1785692959127155,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Promote automatic payment; Offer online security bundle,Not targeted,Not target,25-48 months,Stayed
9030-QGZNL,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,161.65,0,0.0393450389603648,Predicted stay,Low,Standard engagement,Provide proactive onboarding outreach,Not targeted,Not target,7-12 months,Stayed
9972-NKTFD,Female,0,No,No,28,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1517.5,0,0.0922593776639455,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Offer online security bundle,Not targeted,Not target,25-48 months,Stayed
7998-WNZEM,Male,0,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.6,5708.2,0,0.0075663759548817,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
0979-PHULV,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,1,0.2962590549165316,Predicted stay,Moderate,Preventative engagement,Offer contract migration incentive; Offer online security bundle,Not targeted,Not target,45-72 months,Churned
6445-TNRXS,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.7,7849.85,0,0.0497131973784757,Predicted stay,Low,Standard engagement,,Not targeted,Not target,45-72 months,Stayed
9586-JGQKH,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.4,6794.75,0,0.0851223262424703,Predicted stay,Low,Standard engagement,Offer online security bundle,Not targeted,Not target,45-72 months,Stayed
3966-HRMZA,Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.05,202.9,0,0.5512765383963011,Predicted churn,High,Targeted retention campaign,Offer contract migration incentive; Offer online security bundle; Provide proactive onboarding outreach,Standard priority,Target,0-6 months,Stayed
5498-IBWPI,Female,0,Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),49.4,3251.85,0,0.0146952327910009,Predicted stay,Low,Standard engagement,Offer online security bundle,Not targeted,Not target,45-72 months,Stayed
6823-SIDFQ,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,534.7,0,0.0323691776644799,Predicted stay,Low,Standard engagement,,Not targeted,Not target,25-48 months,Stayed
2323-ARSVR,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.05,7321.05,0,0.0579392371159953,Predicted stay,Low,Standard engagement,Promote automatic payment,Not targeted,Not target,45-72 months,Stayed
5468-BPMMO,Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,851.2,0,0.0383583355092169,Predicted stay,Low,Standard engagement,Offer contract migration incentive; Promote automatic payment,Not targeted,Not target,25-48 months,Stayed
